,PreviousDC,Gender,belief,testing_for,obtained,All_FTIR_Results,FTIR_Other_detail,Primary_FTIR_Results,surprised_19,Intentions,Discard,Match_Primary,BehChange_NoChange,HarmRed_NoHarmRed,FTIR_prim,FTIR_secon,FTIR_teri,FTIR_quar,Target
174,yes,Male,['MDMA'],Both,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Other,none,none,mannitol
175,no,Male,['MDMA'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
176,yes,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
178,no,Male,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
179,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
180,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
181,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
182,no,Male,['LSD'],Both,Onsite,['Unknown'],polyethylene glycol,['Unknown'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,polyethylene glycol
183,yes,Female,['MDMA'],Other,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
184,no,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
185,no,Male,['MDMA'],Both,Onsite,"['MDMA', 'Cocaine']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Cocaine,none,none,
186,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
187,no,Female,['MDA'],Self,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
188,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
189,yes,Female,['Cocaine'],Self,Offsite,"['Cocaine', 'Unknown']",inositol,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,inositol
190,yes,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,mannitol
191,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
192,yes,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
193,no,Female,['MDMA'],Self,Offsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDA,none,none,none,
194,no,Female,['LSD'],Self,Offsite,['LSD'],,['LSD'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,LSD,none,none,none,
196,no,Male,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
197,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
200,yes,Male,['Methamphetamine'],Both,Offsite,['Methamphetamine'],,['Methamphetamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Meth,none,none,none,
202,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
203,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
206,yes,Male,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
207,no,Male,"['MDMA', 'MDA']",Self,Offsite,['Unknown'],glutamine,['Unknown'],Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Other,none,none,none,glutamine
208,no,Female,['MDA'],Both,Offsite,"['Unknown', 'MDMA']",mannitol,['Unknown'],Surprised,More,no,Not Match,Behaviour Change,No Change,Other,MDMA,none,none,mannitol
209,yes,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
210,yes,Male,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
211,yes,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
214,yes,Male,['Cocaine'],Both,Online,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,yes,Match,No Change,No Change,Cocaine,none,none,none,
215,yes,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
216,yes,Male,['Cocaine'],Both,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
218,no,Male,['Ketamine'],Self,Online,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
219,yes,Male,['Cocaine'],Self,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
220,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
221,yes,Female,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Cocaine,none,none,none,
222,no,Male,['MDMA'],Self,Offsite,"['Unknown', 'MDA']",phenacetin,['Unknown'],Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,MDA,none,none,phenacetin
223,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
224,yes,Male,['MDMA'],Self,Offsite,"['Unknown', 'Unknown']","1st- caffeine, 2nd- methylene homolog",['Unknown'],Not Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Other,Other,none,none,"1st- caffeine, 2nd- methylene homolog"
225,no,Male,['MDMA'],Other,Offsite,['MDMA'],,['MDMA'],Not Surprised,Friend,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
226,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
229,no,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
230,no,Male,['Cocaine'],Both,Offsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
231,no,Female,['MDA'],Self,Onsite,['MDA'],,['MDA'],Not Surprised,Change,no,Match,Behaviour Change,Harm Reduction,MDA,none,none,none,
232,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
233,yes,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
234,yes,Male,['Ketamine'],Both,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
236,yes,Female,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
237,yes,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
238,yes,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
240,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
241,no,Male,"['MDMA', 'MDA']",Other,Offsite,['MDMA'],,['MDMA'],Surprised,Friend,no,Not Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
242,yes,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Cocaine,none,none,none,
244,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
245,yes,Female,['Unknown'],Self,Ground,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,Less,no,Not Match,Behaviour Change,Harm Reduction,MDMA,Other,none,none,mannitol
246,no,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
247,no,Male,['Cocaine'],Self,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
248,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
249,no,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
250,yes,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Cocaine,none,none,none,
251,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
252,no,Female,['Cocaine'],Self,Offsite,"['Cocaine', 'Unknown']",inositol,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,Other,none,none,inositol
253,no,Female,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
254,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
255,no,Male,['Unknown'],Other,Ground,[],,[],Surprised,Other,no,Not Match,Behaviour Change,No Change,none,none,none,none,
256,yes,Female,['Other'],Both,Offsite,['Unknown'],pill binding agents,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,pill binding agents
257,no,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
258,no,Male,['Cocaine'],Both,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
259,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
260,no,Male,['Cocaine'],Self,Offsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
262,no,Female,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
263,yes,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
264,no,Male,['Cocaine'],Self,Offsite,"['Cocaine', 'Unknown']",levamisole,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,Cocaine,Other,none,none,levamisole
265,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
266,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
267,no,Male,['MDMA'],Other,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
268,no,Female,['MDMA'],Self,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,Unknown,Match,No Change,No Change,MDMA,none,none,none,
269,yes,Female,['MDMA'],Self,Offsite,['Other'],,['Other'],Not Surprised,Dispose,yes,Not Match,Behaviour Change,Harm Reduction,Unknown,none,none,none,
271,yes,Female,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
272,yes,Male,['Cocaine'],Self,Offsite,['Cocaine'],,['Cocaine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
273,yes,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
274,yes,Male,['Cocaine'],Both,Onsite,['Cocaine'],,['Cocaine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Cocaine,none,none,none,
276,yes,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
278,yes,Trans,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
281,yes,Male,['MDA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,MDMA,none,none,none,
282,no,Male,['Cocaine'],Self,Onsite,"['Cocaine', 'Unknown']",phenacetin,['Cocaine'],Surprised,Less,no,Match,Behaviour Change,Harm Reduction,Cocaine,Other,none,none,phenacetin
283,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
284,yes,Male,['MDMA'],Self,Offsite,"['MDMA', 'Other']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Unknown,none,none,
285,no,Male,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
286,no,Male,['LSD'],Both,Offsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
287,no,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
288,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
289,yes,Male,['MDMA'],Self,Offsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
290,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
291,yes,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
292,no,Male,['Other'],Both,Onsite,['Other'],,['Other'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Unknown,none,none,none,
293,yes,Male,['Other'],Both,Offsite,['Unknown'],2CB,['Unknown'],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,Other,none,none,none,2CB
294,yes,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,yes,Match,No Change,No Change,Ketamine,none,none,none,
296,no,Male,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
297,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
298,yes,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
300,yes,Male,['MDMA'],Both,Offsite,"['MDMA', 'MDA']",,['MDMA'],Not Surprised,Other,no,Match,Behaviour Change,No Change,MDMA,MDA,none,none,
301,yes,Female,['MDMA'],Both,Offsite,"['MDMA', 'Cocaine']",,['MDMA'],Not Surprised,TakeAsIntended,yes,Match,No Change,Harm Reduction,MDMA,Cocaine,none,none,
302,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,Harm Reduction,none,none,none,none,
303,yes,Male,['MDMA'],Both,Online,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
304,yes,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
305,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,Less,no,Match,Behaviour Change,Harm Reduction,MDMA,none,none,none,
306,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
307,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
309,no,Female,['MDA'],Both,Offsite,"['MDA', 'Unknown', 'Unknown']","caffeine, cellulose",['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,Other,Other,none,"caffeine, cellulose"
310,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
311,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
313,yes,Female,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",starch,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,Other,none,none,starch
314,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
315,no,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
317,no,Female,['Ketamine'],Self,Onsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
318,yes,Female,['MDMA'],Both,Onsite,"['MDMA', 'Unknown']",mannitol,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,mannitol
319,no,Male,['MDA'],Both,Onsite,['MDA'],,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,none,none,none,
320,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
321,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
323,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
324,yes,Male,['Ketamine'],Self,Offsite,['Ketamine'],,['Ketamine'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
325,no,Male,['MDMA'],Both,Offsite,"['MDMA', 'MDMA']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,MDMA,none,none,
327,no,Male,['MDMA'],Client,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
330,yes,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
331,no,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
332,no,Male,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
334,no,Male,['MDMA'],Self,Onsite,"['MDMA', 'Unknown']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Other,none,none,
335,no,Male,['MDMA'],Self,Offsite,"['MDMA', 'Cocaine']",,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,Cocaine,none,none,
336,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
338,yes,Male,['MDA'],Both,Onsite,"['MDA', 'Unknown']",paracetamol,['MDA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDA,Other,none,none,paracetamol
339,no,Male,['MDMA'],Other,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
340,no,Male,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
342,yes,Male,['LSD'],Self,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
343,no,Female,['LSD'],Both,Onsite,[],,[],Not Surprised,TakeAsIntended,no,Not Match,No Change,No Change,none,none,none,none,
344,no,Male,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,Unknown,Match,No Change,No Change,MDMA,none,none,none,
345,no,Female,['Ketamine'],Self,Offsite,"['Ketamine', 'Unknown', 'Unknown']",mannitol,['Ketamine'],Not Surprised,TakeAsIntended,,Match,No Change,No Change,Ketamine,Other,Other,none,mannitol
346,yes,Female,['MDMA'],Self,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
347,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
348,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
349,yes,Male,['MDMA'],Self,Onsite,"['Cocaine', 'Unknown']",mannitol,['Cocaine'],Surprised,Other,no,Not Match,Behaviour Change,No Change,Cocaine,Other,none,none,mannitol
350,no,Female,['MDMA'],Both,Onsite,['MDMA'],,['MDMA'],Surprised,TakeAsIntended,no,Match,No Change,Harm Reduction,MDMA,none,none,none,
351,yes,Female,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
352,yes,Male,['MDMA'],Both,Offsite,['MDMA'],,['MDMA'],Not Surprised,TakeAsIntended,no,Match,No Change,No Change,MDMA,none,none,none,
353,no,Male,['Ketamine'],Both,Onsite,['Ketamine'],,['Ketamine'],Surprised,TakeAsIntended,no,Match,No Change,No Change,Ketamine,none,none,none,
